County Level Vaccination Data for Virginia
Date generated: Fri Apr 23 2021 10:59:03 GMT-0700 (Pacific Daylight Time)
County,People Fully Vaccinated - Resident,Percent of Total Pop Fully Vaccinated - Resident,People 18+ Fully Vaccinated - Resident,Percent of 18+ Pop Fully Vaccinated - Resident,People 65+ Fully Vaccinated - Resident,Percent of 65+ Pop Fully Vaccinated - Resident
King William,2625,15.3,2618,19.8,1210,43.2
King and Queen,1042,14.8,1041,18,534,32.2
Lancaster,2542,24,2540,28.3,1649,42.4
Lee,5579,23.8,5565,29.1,2502,48
Lexington,N/A,N/A,N/A,N/A,N/A,N/A
Loudoun,75094,18.2,74366,24.9,20633,51.4
Louisa,619,1.6,619,2.1,349,4.6
Lunenburg,2522,20.7,2518,25.5,1224,44.2
Lynchburg,248,0.3,246,0.4,61,0.5
Madison,3275,24.7,3266,30.8,1588,52.3
Manassas,478,1.2,475,1.6,146,3.3
Manassas Park,77,0.4,76,0.6,16,1
Martinsville,N/A,N/A,N/A,N/A,N/A,N/A
Mathews,2598,29.4,2596,34.8,1642,59
Mecklenburg,2097,6.9,2093,8.4,1070,13.5
Middlesex,3375,31.9,3369,37.9,2081,61.4
Montgomery,13841,14,13719,16.4,4151,31.9
Nelson,2279,15.3,2276,18.6,1391,33.1
New Kent,2854,12.4,2846,15.4,1385,33.9
Newport News,25307,14.1,25256,18.3,9591,40.1
Norfolk,42570,17.5,42416,21.7,13417,47.7
Northampton,3772,32.2,3758,39.9,1976,62.4
Northumberland,1861,15.4,1859,18,1292,28.5
Norton,N/A,N/A,N/A,N/A,N/A,N/A
Nottoway,1429,9.4,1427,11.6,765,26
Orange,1072,2.9,1069,3.7,570,7.5
Page,1410,5.9,1407,7.3,768,14.7
Patrick,2503,14.2,2502,17.2,1393,29.5
Petersburg,523,1.7,523,2.2,63,1.2
Pittsylvania,7704,12.8,7687,15.6,3622,25.7
Poquoson,N/A,N/A,N/A,N/A,N/A,N/A
Portsmouth,34954,37,34934,48.1,9326,65.3
Powhatan,417,1.4,417,1.7,232,4.1
Prince Edward,405,1.8,405,2.1,217,5.6
Prince George,2737,7.1,2736,9.1,489,8.8
Prince William,102389,21.8,101702,29.6,26773,55.2
Pulaski,3907,11.5,3892,13.9,1808,22.7
Radford,621,3.4,620,3.9,96,5.6
Rappahannock,1044,14.2,1043,16.9,585,28.5
Richmond,530,5.9,530,7.1,114,6
Richmond,17905,7.8,17837,9.4,4022,12.6
Roanoke,4059,4.1,4046,5.3,1055,6.3
Roanoke,1268,1.3,1266,1.7,620,3
Rockbridge,1981,8.8,1978,10.6,1068,17.7
Rockingham,6076,7.4,6055,9.4,2827,17.7
Russell,5353,20.1,5320,24.6,2326,38.9
Salem,978,3.9,978,4.8,53,1.1
Scott,4291,19.9,4279,24.1,2193,40.8
Shenandoah,8005,18.4,7985,23.2,4201,43.4
Smyth,4965,16.5,4940,20.3,2346,34.5
Southampton,674,3.8,673,4.7,356,9.7
Spotsylvania,7807,5.7,7768,7.6,2653,13.2
Stafford,23963,15.7,23750,21,6734,41
Staunton,241,1,241,1.2,107,2
Suffolk,12511,13.6,12477,17.8,5574,40.7
Surry,1338,20.8,1337,24.9,649,42.4
Sussex,787,7.1,787,8.3,178,8.6
Tazewell,7064,17.4,7023,21.4,3282,35.1
Unknown,1258856,N/A,1252882,N/A,496009,N/A
Virginia Beach,79869,17.7,79425,22.6,29401,44.3
Warren,895,2.2,894,2.8,462,6.9
Washington,13569,25.2,13479,30.6,6400,50.4
Waynesboro,65,0.3,65,0.4,13,0.3
Westmoreland,1375,7.6,1375,9.4,793,17.2
Williamsburg,254,1.7,254,1.9,111,4.2
Winchester,400,1.4,400,1.8,177,3.8
Wise,4934,13.2,4918,16.3,2133,29.8
Wythe,3189,11.1,3186,13.8,1488,23.4
York,14914,21.8,14863,28.5,6394,56.3
