County Level Vaccination Data for Virginia
Date generated: Tue Apr 20 2021 12:50:36 GMT-0700 (Pacific Daylight Time)
County,People Fully Vaccinated - Resident,Percent of Total Pop Fully Vaccinated - Resident,People 18+ Fully Vaccinated - Resident,Percent of 18+ Pop Fully Vaccinated - Resident,People 65+ Fully Vaccinated - Resident,Percent of 65+ Pop Fully Vaccinated - Resident
Lancaster,2375,22.4,2373,26.5,1612,41.5
Lee,5287,22.6,5273,27.6,2433,46.7
Lexington,N/A,N/A,N/A,N/A,N/A,N/A
Loudoun,68482,16.6,67955,22.8,20215,50.3
Louisa,588,1.6,588,2,342,4.5
Lunenburg,2397,19.7,2393,24.2,1181,42.7
Lynchburg,208,0.3,208,0.3,56,0.5
Madison,3093,23.3,3086,29.1,1522,50.1
Manassas,440,1.1,437,1.5,140,3.2
Manassas Park,69,0.4,68,0.5,16,1
Martinsville,N/A,N/A,N/A,N/A,N/A,N/A
Mathews,2424,27.4,2422,32.5,1600,57.5
Mecklenburg,1985,6.5,1983,8,1035,13.1
Middlesex,3057,28.9,3052,34.3,1993,58.8
Montgomery,12588,12.8,12487,15,4111,31.6
Nelson,2190,14.7,2188,17.8,1366,32.5
New Kent,2749,11.9,2743,14.8,1362,33.3
Newport News,23113,12.9,23071,16.7,9313,39
Norfolk,39175,16.1,39060,20,12916,46
Northampton,3499,29.9,3488,37.1,1936,61.1
Northumberland,1747,14.4,1745,16.9,1222,26.9
Norton,N/A,N/A,N/A,N/A,N/A,N/A
Nottoway,1338,8.8,1336,10.9,728,24.7
Orange,1011,2.7,1008,3.4,555,7.3
Page,1350,5.6,1347,7,740,14.1
Patrick,2417,13.7,2416,16.6,1351,28.6
Petersburg,514,1.6,514,2.1,60,1.1
Pittsylvania,7351,12.2,7335,14.9,3498,24.8
Poquoson,N/A,N/A,N/A,N/A,N/A,N/A
Portsmouth,32209,34.1,32192,44.3,8955,62.7
Powhatan,415,1.4,415,1.7,231,4.1
Prince Edward,376,1.6,376,2,205,5.3
Prince George,2728,7.1,2727,9.1,489,8.8
Prince William,90084,19.2,89612,26,25863,53.3
Pulaski,3719,10.9,3710,13.2,1774,22.2
Radford,567,3.1,567,3.6,96,5.6
Rappahannock,1005,13.6,1004,16.3,578,28.2
Richmond,524,5.8,524,7,113,5.9
Richmond,16793,7.3,16742,8.8,3957,12.4
Roanoke,3767,3.8,3755,4.9,1016,6.1
Roanoke,1246,1.3,1245,1.6,617,3
Rockbridge,1913,8.5,1910,10.2,1059,17.5
Rockingham,5743,7,5723,8.9,2760,17.3
Russell,5131,19.3,5099,23.6,2267,37.9
Salem,974,3.8,974,4.8,52,1.1
Scott,3909,18.1,3902,22,2055,38.3
Shenandoah,7498,17.2,7485,21.7,4076,42.1
Smyth,4704,15.6,4681,19.2,2282,33.5
Southampton,642,3.6,641,4.5,347,9.5
Spotsylvania,7533,5.5,7503,7.3,2591,12.9
Stafford,23054,15.1,22893,20.2,6625,40.4
Staunton,231,0.9,231,1.1,106,2
Suffolk,11573,12.6,11553,16.5,5331,38.9
Surry,1177,18.3,1177,22,615,40.1
Sussex,769,6.9,769,8.1,176,8.5
Tazewell,6815,16.8,6777,20.7,3224,34.5
Unknown,1169817,N/A,1165212,N/A,480837,N/A
Virginia Beach,73202,16.3,72852,20.8,28254,42.6
Warren,875,2.2,874,2.8,457,6.8
Washington,13117,24.4,13038,29.6,6286,49.5
Waynesboro,62,0.3,62,0.4,12,0.3
Westmoreland,1274,7.1,1274,8.7,777,16.8
Williamsburg,230,1.5,230,1.7,108,4.1
Winchester,381,1.4,381,1.8,174,3.8
Wise,4501,12,4489,14.8,2023,28.2
Wythe,3006,10.5,3003,13.1,1453,22.9
York,13863,20.3,13828,26.5,6175,54.3
