County Level Vaccination Data for Missouri
Date generated: Thu Apr 15 2021 14:03:52 GMT-0700 (Pacific Daylight Time)
County,People Fully Vaccinated - Resident,Percent of Total Pop Fully Vaccinated - Resident,People 18+ Fully Vaccinated - Resident,Percent of 18+ Pop Fully Vaccinated - Resident,People 65+ Fully Vaccinated - Resident,Percent of 65+ Pop Fully Vaccinated - Resident
Gentry,1595,24.3,1591,32.3,822,62.9
Greene,63180,21.6,63022,27.1,30413,61.9
Grundy,1876,19,1874,25.1,1109,50.3
Harrison,1633,19.6,1633,25.8,916,48.1
Henry,4586,21,4583,26.9,2633,54.5
Hickory,2065,21.6,2063,26,1459,46
Holt,1096,24.9,1096,31.2,617,53.5
Howard,2300,23,2299,29.4,1139,57.9
Howell,4747,11.8,4739,15.5,2618,32.5
Iron,1554,15.3,1554,19.4,938,42.3
Jackson,154296,21.9,154037,28.6,64457,59.6
Jasper,22278,18.4,22254,24.4,11181,57.7
Jefferson,32865,14.6,32852,18.9,15461,44.2
Johnson,8216,15.2,8208,19.4,3389,48.6
Knox,910,23,908,30,492,56.1
Laclede,5573,15.6,5568,20.7,3235,50.9
Lafayette,6885,21,6876,27.3,3503,56.6
Lawrence,5530,14.4,5522,19.3,3247,45.9
Lewis,1708,17.5,1708,22.4,1019,55.5
Lincoln,7379,12.5,7374,16.7,3863,47.8
Linn,2730,22.9,2726,29.8,1599,62.8
Livingston,3416,22.4,3411,28.4,1780,59.9
Macon,3064,20.3,3062,26.3,1836,53.3
Madison,1827,15.1,1825,19.6,1038,43.8
Maries,1589,18.3,1588,22.9,870,45.4
Marion,6070,21.3,6066,27.6,3362,64.3
McDonald,2546,11.1,2543,15,1187,33.3
Mercer,643,17.8,643,23.4,371,45.6
Miller,3559,13.9,3557,18.1,2025,40.4
Mississippi,2792,21.2,2789,26.7,1304,54.5
Moniteau,2704,16.8,2704,22.1,1501,57.5
Monroe,1974,22.8,1973,29.1,1210,58.4
Montgomery,2432,21.1,2431,27,1478,59.9
Morgan,3918,19,3915,24.7,2575,53.2
New Madrid,2447,14.3,2445,18.6,1375,41.2
Newton,6031,10.4,6023,13.5,3164,29.5
Nodaway,4868,22,4866,26.1,2462,71.3
Oregon,1369,13,1369,16.8,825,33.1
Osage,2513,18.5,2510,23.9,1341,55.5
Ozark,993,10.8,992,13.4,658,24.5
Pemiscot,1724,10.9,1724,14.6,749,26.9
Perry,3278,17.1,3277,22.2,2022,54.9
Pettis,8071,19.1,8062,25.3,4133,57.1
Phelps,8554,19.2,8547,24.3,4002,53
Pike,3071,16.8,3070,21.4,1818,55.7
Platte,22387,21.4,22321,27.9,9225,59
Polk,5563,17.3,5560,22.4,3111,53
Pulaski,9562,18.2,9492,23.1,2749,57.3
Putnam,769,16.4,767,21.1,477,40.8
Ralls,1540,14.9,1539,18.9,939,41
Randolph,3366,13.6,3363,17.3,1732,40.8
Ray,3640,15.8,3639,20.4,1740,40.1
Reynolds,610,9.7,610,12.2,397,26.8
Ripley,1810,13.6,1809,17.6,1079,39
Saline,5451,23.9,5446,30.8,2604,61.2
Schuyler,693,14.9,693,20,398,43.7
Scotland,778,15.9,777,22.3,433,47.7
Scott,8745,22.8,8732,30,4435,62.5
Shannon,897,11,897,14,570,30.8
Shelby,1519,25.6,1519,33.8,869,67.4
St. Charles,80492,20,80411,26,40111,63.2
St. Clair,1538,16.4,1537,20.4,1002,38.7
St. Francois,11662,17.4,11654,22,5384,48.2
St. Louis,224578,22.6,224225,28.9,113153,61.4
St. Louis,54149,18,54112,22.2,16893,39.3
Ste. Genevieve,3495,19.5,3492,25,2025,56.3
Stoddard,4807,16.6,4805,21.2,2814,47.7
Stone,6042,18.9,6039,22.6,4205,41.6
Sullivan,1111,18.2,1111,23.5,635,50.2
Taney,7623,13.6,7615,17.2,4755,38.4
Texas,3217,12.7,3215,16.1,1934,35.4
Unknown,115982,N/A,115878,N/A,41640,N/A
Vernon,3446,16.8,3445,21.9,1845,45.5
Warren,5419,15.2,5416,19.9,3191,50.4
Washington,2646,10.7,2646,13.8,1255,29.4
Wayne,2128,16.5,2128,20.7,1348,43.1
Webster,7137,18,7125,24.6,3707,59.5
Worth,493,24.5,493,30.5,299,57.3
Wright,2606,14.2,2606,19.2,1669,46.5
