County Level Vaccination Data for Virginia
Date generated: Thu Apr 15 2021 14:13:08 GMT-0700 (Pacific Daylight Time)
County,People Fully Vaccinated - Resident,Percent of Total Pop Fully Vaccinated - Resident,People 18+ Fully Vaccinated - Resident,Percent of 18+ Pop Fully Vaccinated - Resident,People 65+ Fully Vaccinated - Resident,Percent of 65+ Pop Fully Vaccinated - Resident
Mathews,2259,25.6,2258,30.3,1547,55.5
Mecklenburg,1855,6.1,1854,7.5,996,12.6
Middlesex,2890,27.3,2886,32.5,1928,56.9
Montgomery,12010,12.2,11924,14.3,4094,31.4
Nelson,1989,13.3,1988,16.2,1279,30.4
New Kent,2501,10.8,2499,13.5,1278,31.3
Newport News,20853,11.6,20822,15.1,8791,36.8
Norfolk,36178,14.9,36076,18.4,12244,43.6
Northampton,3343,28.5,3334,35.4,1892,59.8
Northumberland,1670,13.8,1669,16.1,1189,26.2
Norton,N/A,N/A,N/A,N/A,N/A,N/A
Nottoway,1286,8.4,1285,10.5,711,24.1
Orange,908,2.5,905,3.1,482,6.3
Page,1338,5.6,1335,7,739,14.1
Patrick,2277,12.9,2276,15.6,1309,27.7
Petersburg,492,1.6,492,2,54,1
Pittsylvania,6787,11.2,6775,13.8,3328,23.6
Poquoson,N/A,N/A,N/A,N/A,N/A,N/A
Portsmouth,30076,31.9,30060,41.4,8637,60.4
Powhatan,404,1.4,404,1.7,230,4.1
Prince Edward,361,1.6,361,1.9,200,5.2
Prince George,2691,7,2690,9,488,8.8
Prince William,76050,16.2,75777,22,24609,50.7
Pulaski,3606,10.6,3598,12.8,1744,21.9
Radford,531,2.9,531,3.3,95,5.5
Rappahannock,947,12.8,947,15.3,548,26.7
Richmond,517,5.7,517,6.9,112,5.9
Richmond,15192,6.6,15160,7.9,3875,12.2
Roanoke,3537,3.6,3526,4.6,973,5.8
Roanoke,1233,1.3,1232,1.6,616,3
Rockbridge,1703,7.5,1702,9.1,985,16.3
Rockingham,5409,6.6,5397,8.4,2701,16.9
Russell,4798,18,4772,22.1,2213,37
Salem,953,3.8,953,4.7,52,1.1
Scott,3544,16.4,3540,20,1931,36
Shenandoah,7295,16.7,7282,21.1,4022,41.5
Smyth,4532,15.1,4510,18.5,2231,32.8
Southampton,578,3.3,577,4,326,8.9
Spotsylvania,7118,5.2,7096,6.9,2529,12.6
Stafford,21563,14.1,21423,18.9,6423,39.1
Staunton,222,0.9,222,1.1,105,2
Suffolk,10410,11.3,10394,14.8,4998,36.5
Surry,1137,17.7,1137,21.2,603,39.4
Sussex,751,6.7,751,7.9,173,8.4
Tazewell,6391,15.7,6354,19.4,3068,32.8
Unknown,1065535,N/A,1062368,N/A,459838,N/A
Virginia Beach,64693,14.4,64436,18.4,26094,39.3
Warren,854,2.1,853,2.7,449,6.7
Washington,12537,23.3,12480,28.3,6177,48.6
Waynesboro,55,0.2,55,0.3,12,0.3
Westmoreland,1159,6.4,1159,8,742,16.1
Williamsburg,209,1.4,209,1.6,103,3.9
Winchester,362,1.3,362,1.7,166,3.6
Wise,4076,10.9,4071,13.5,1932,27
Wythe,2855,10,2852,12.4,1400,22
York,12698,18.6,12666,24.3,5952,52.4
